user_id,platform,watch_time_minutes,genre,date,device,location,completion_rate,watch_category
28c8e361-2cc8-45f0-b437-68d9cd6bfa31,SonyLiv,244,Reality,11-12-2024,Smart TV,Japan,0.57,Binge
895aaf35-170a-4978-b5b2-fd55e64d1d96,Netflix,239,Comedy,14-02-2024,Mobile,South Africa,0.75,Binge
8d4e19b4-76ee-482c-b019-9eec5906833f,SonyLiv,89,Animation,25-03-2025,Gaming Console,South Korea,0.93,Medium
70ccaf1b-e122-481c-bae5-67c3c6dc0479,Zee5,98,Action,22-02-2025,Gaming Console,UK,0.36,Long
52994b21-11c8-43c6-bc0d-a24ad9581417,YouTube,46,Adventure,11-08-2024,Tablet,Germany,0.86,Medium
108a6bb9-a3b9-4439-8ccd-064877d60c14,Prime Video,78,Action,15-12-2024,Tablet,Japan,0.96,Medium
069311f0-e051-43f7-9dd9-e8fcf5358da9,Prime Video,119,Biography,12-09-2024,Mobile,South Korea,0.5,Long
085423d0-4b94-435a-9ee3-08a5f08f0f8d,SonyLiv,194,Horror,19-04-2024,Mobile,Australia,0.29,Binge
d442865c-5d2d-49cd-9900-460d85135b78,Netflix,129,Sport,15-11-2024,Smart TV,Australia,0.86,Long
36f531fd-396d-4337-aaa0-29c8f618f318,Hotstar,10,History,05-12-2024,Tablet,South Africa,0.76,Short
6cf4c200-748b-4502-bdd1-4a7c6399ab72,Zee5,46,Horror,06-09-2024,Gaming Console,India,0.37,Medium
42abdb96-f589-4f2b-b8fb-2fd006531efe,SonyLiv,62,Sport,17-03-2024,Set-top Box,South Africa,0.56,Medium
11e25134-4c6b-4640-b23d-dc9287364e01,Prime Video,14,History,09-10-2024,Smart TV,USA,0.66,Short
99aa2ce8-b750-4cdf-a8b5-e7c152b2dc66,Prime Video,93,Family,27-03-2024,Smart TV,Japan,0.34,Long
d42a4c55-6d80-488f-bc4b-308fcea951e6,Netflix,115,Romance,06-09-2024,Desktop,France,0.77,Long
de9467c1-d962-4573-8cea-6c1cdf26adab,Prime Video,43,Sport,26-07-2024,Set-top Box,USA,0.75,Medium
f3462e8b-0c2f-4cba-9b92-7655cce5aa89,Zee5,171,Romance,07-06-2024,Gaming Console,Germany,0.91,Long
0163e0cf-b400-4cf3-90d8-8c92b41d9674,Netflix,15,Adventure,12-01-2024,Smart TV,Germany,0.65,Short
7f934082-77ee-440f-b3bc-98e72597198a,YouTube,114,Romance,12-08-2024,Set-top Box,Australia,0.66,Long
e7f0857f-8e53-47de-aacb-cb03c8cbf5cc,Netflix,20,Action,23-12-2024,Desktop,Canada,0.7,Short
1dccea92-f136-412e-9e57-6a6aabc0a524,Zee5,37,Family,27-10-2024,Set-top Box,Japan,0.42,Medium
20d781db-5ff1-446d-8963-871b571f0759,Zee5,237,Action,18-01-2025,Tablet,Germany,0.81,Binge
0b7c5f16-e0b9-4908-875b-19b0c827d56b,YouTube,192,Drama,01-02-2024,Gaming Console,Canada,0.73,Binge
1fda4681-02af-4131-a7cc-fdd9bb32339a,SonyLiv,228,Romance,23-02-2024,Tablet,Italy,0.87,Binge
e3ba3162-bc82-488e-966f-726f86cd411a,Netflix,63,Animation,25-03-2025,Desktop,Japan,0.81,Medium
0227bb6e-5db4-4249-94f8-30e35e41fb61,Zee5,55,Biography,29-08-2024,Gaming Console,USA,0.71,Medium
3b62687b-2a4d-4eef-b8ce-b581659fe2b0,Zee5,275,Music,03-01-2025,Mobile,South Africa,0.33,Binge
7befeeeb-1ea9-4e5f-8c88-41f8d4253431,YouTube,47,History,24-04-2024,Mobile,South Africa,0.94,Medium
0431297c-e9ad-425a-ba78-2fec81898117,Hotstar,31,Romance,14-10-2024,Mobile,USA,0.49,Medium
6f00ec8d-6b8f-4059-9694-92f8056ee2f9,Netflix,60,Mystery,02-02-2025,Set-top Box,Mexico,0.97,Medium
cde3f7ea-d845-42e7-a61f-d913bb0f8abf,Zee5,125,Sci-Fi,13-04-2024,Smart TV,UK,0.52,Long
d2cf2827-4471-491e-9bf6-2d69e66a0ded,Prime Video,117,Crime,06-11-2024,Set-top Box,South Korea,0.32,Long
b98dcefd-5d24-4f90-ae0e-05e19c4fdd0a,YouTube,119,Fantasy,23-10-2024,Set-top Box,Canada,0.91,Long
b9af8675-fac9-4043-ae6e-85a13ec0e189,Hotstar,113,Adventure,06-05-2024,Set-top Box,UAE,0.84,Long
e45617d0-9c1c-419e-9088-beac71b9c8a6,Hotstar,179,Biography,09-02-2024,Set-top Box,South Korea,0.83,Long
9392ee3f-8155-4ce9-b23b-2209741a1c9f,YouTube,116,History,12-03-2024,Mobile,Japan,0.27,Long
6685ae5a-4474-4935-88ab-35b6b1325bce,Hotstar,104,Romance,22-08-2024,Smart TV,Mexico,0.9,Long
780d2f94-13a4-4c25-88a6-2e0bb18a3a4c,Zee5,12,Crime,04-01-2025,Smart TV,Germany,0.68,Short
0dbf16d5-e0fb-4fee-a533-cbbf55fbc855,Hotstar,139,Adventure,08-03-2025,Desktop,USA,0.58,Long
a0488daa-1d9c-4f26-8b98-6bdffafc39d8,Netflix,255,Mystery,03-09-2024,Mobile,UK,0.93,Binge
9b086614-7624-4b2f-8cf6-ece51ba3bcfd,Prime Video,244,Biography,20-10-2024,Gaming Console,France,0.73,Binge
d76461ae-402e-43f7-9cdb-bac1b24b4797,Zee5,226,Family,03-09-2024,Set-top Box,Australia,0.31,Binge
ae884935-2c63-44bb-b3f2-c0205ba29d2e,YouTube,149,Music,07-11-2024,Smart TV,Mexico,0.62,Long
3cf480a0-ef04-453f-a189-2ae2d9ca014f,Prime Video,8,Fantasy,03-02-2024,Desktop,Germany,0.71,Short
c4ef7236-9a51-436a-9b1e-c39ad6665ebf,SonyLiv,286,Sport,08-05-2024,Smart TV,Canada,0.92,Binge
effb3600-49f6-4118-bc96-87b19d0e91a6,Zee5,201,Music,10-01-2024,Gaming Console,Canada,0.42,Binge
7dafe26a-81f8-4fe9-9968-6c8939fbe664,Prime Video,132,Drama,16-06-2024,Gaming Console,France,0.84,Long
f87e75c7-ab0c-4bdc-b21f-b73da002f8d2,Hotstar,265,Thriller,28-09-2024,Mobile,UAE,0.84,Binge
dcb51b75-6f0f-4890-814f-b715de97c616,SonyLiv,95,Sci-Fi,03-08-2024,Smart TV,Australia,0.3,Long
eb84266d-8982-43c6-af2a-4bcbf5b05e64,YouTube,263,Drama,05-03-2025,Gaming Console,Germany,0.21,Binge
a44c1b58-b57f-47d3-800c-033a6e3bde2a,YouTube,98,Romance,11-02-2025,Tablet,Germany,0.67,Long
599b9e20-1ee6-4854-93ac-4d0adb35002f,Netflix,261,History,27-08-2024,Gaming Console,Australia,0.83,Binge
41075c53-67d7-4ed0-8984-487f73338596,Hotstar,140,Romance,14-01-2024,Gaming Console,Spain,0.64,Long
25dac78e-fd60-49eb-94c2-7ad6217d51d5,Netflix,17,Documentary,30-03-2024,Smart TV,Mexico,0.85,Short
303ba50f-2c41-4aa5-a4f3-0624b093052c,Netflix,202,Drama,26-02-2025,Set-top Box,South Africa,0.7,Binge
f649a9c7-2190-4c74-ac7e-9283f3f64c80,Hotstar,182,Adventure,18-01-2024,Gaming Console,South Africa,0.72,Binge
2b62a2ca-a028-4983-879d-bd72913a4756,Zee5,116,Thriller,05-12-2024,Desktop,UK,0.22,Long
c9cee115-9d83-40c8-8d3f-19f69d936f2a,SonyLiv,268,Sci-Fi,17-06-2024,Set-top Box,Brazil,0.27,Binge
f05362bb-831b-4b49-a59b-53cc3b50ad53,Netflix,83,Crime,25-02-2024,Gaming Console,India,0.78,Medium
cfc6d417-c447-486c-8081-1640e4b9d7ff,Prime Video,260,Biography,12-06-2024,Tablet,Germany,0.81,Binge
02e96136-2524-4d0a-b0a3-7694a5608e13,SonyLiv,78,Action,31-05-2024,Gaming Console,Australia,0.63,Medium
26e2ed37-5ad4-4552-a729-c50bf6b1a889,Zee5,165,Music,30-03-2024,Mobile,Mexico,0.67,Long
1964c9a7-ba39-4226-b29f-b124af5983ab,Hotstar,205,Romance,11-10-2024,Smart TV,Italy,0.69,Binge
ae796f6e-9de6-4565-847a-6db8c5fbd0fe,YouTube,37,Comedy,22-01-2024,Tablet,Spain,0.28,Medium
7e4ccdfb-05e7-48bb-8976-c1ef630ad774,Zee5,77,Horror,23-09-2024,Desktop,USA,0.73,Medium
3233b53e-8fa5-4488-a177-c1de4773214e,Netflix,297,Sci-Fi,23-10-2024,Gaming Console,USA,0.58,Binge
395dc4d0-5551-4447-a158-817186a7c9d4,Prime Video,202,Sci-Fi,08-03-2025,Gaming Console,Japan,0.68,Binge
b7140909-37b6-404e-a2fb-7076b7b46bd9,SonyLiv,244,Reality,02-09-2024,Desktop,USA,0.65,Binge
1beb524c-7bed-421d-a601-30f64506df47,Hotstar,78,Drama,18-05-2024,Gaming Console,UK,0.81,Medium
37ca5a3c-7559-41a4-9d5a-15b3bbe855cd,YouTube,35,Romance,21-02-2024,Mobile,India,0.45,Medium
74656137-e875-4c6f-b959-b69c4d62d22d,SonyLiv,18,Reality,07-03-2024,Set-top Box,Japan,0.5,Short
0ad6339a-fe47-4320-8c52-b3dbf8253a5a,Prime Video,209,Sport,25-03-2024,Set-top Box,India,0.51,Binge
a20b459e-23f5-4ad9-b3ff-f9fd1b13af70,YouTube,72,History,06-09-2024,Tablet,Canada,0.81,Medium
6d01d0dd-fb38-481a-8f2c-34e3b99d6b6a,Hotstar,132,Reality,26-11-2024,Gaming Console,Brazil,0.54,Long
585479f7-cf10-4c9f-ad8b-a3c64c42bc4c,SonyLiv,30,Family,26-01-2025,Desktop,USA,0.34,Short
844303a6-4554-401b-b04e-0df89a321fc8,Zee5,188,Adventure,18-02-2025,Desktop,France,0.99,Binge
46889943-e0ca-4691-8ab0-0b4659db72a4,Netflix,141,Mystery,02-05-2024,Tablet,Mexico,0.59,Long
8fd53d40-1163-4730-921e-db805e464526,Hotstar,295,Biography,20-07-2024,Mobile,France,0.29,Binge
04a7d874-1af4-4a62-82fa-7fc6700487fb,Prime Video,110,Action,06-01-2024,Tablet,UAE,0.74,Long
1e84a117-4c08-4453-a699-82f54a0be4fd,Zee5,28,Animation,02-12-2024,Gaming Console,Italy,0.79,Short
13d7b6dd-b2ce-4a95-b075-0a91cbf92b54,SonyLiv,198,Crime,17-07-2024,Set-top Box,UK,0.6,Binge
3874065f-4d48-4408-8da1-ed2b9bcd7743,YouTube,173,Sci-Fi,11-08-2024,Mobile,Canada,0.72,Long
8b121074-330b-460b-ad80-f8bc0baf650c,Zee5,40,Mystery,13-01-2024,Mobile,South Africa,0.34,Medium
080f7e2c-2284-4b75-854e-4c16e6a1279b,Zee5,105,Fantasy,06-01-2024,Desktop,Brazil,0.49,Long
896473cd-67ee-42a9-8f7c-c218081076ba,Prime Video,38,Action,26-03-2025,Mobile,Germany,0.33,Medium
880db253-42fe-4257-be01-8701e9f30fc8,Netflix,43,Sport,14-02-2025,Gaming Console,Germany,0.51,Medium
67de9ae0-b1fc-4c0c-928b-26711b10530b,Zee5,215,Comedy,30-04-2024,Gaming Console,USA,0.65,Binge
e6a51bf4-621b-41b5-986e-f30bc16bb9e6,Zee5,234,History,14-02-2024,Gaming Console,Australia,0.55,Binge
8a3d110f-9e2a-41ec-bde2-c1a02314e3e9,Netflix,283,Comedy,27-12-2024,Set-top Box,Canada,0.67,Binge
d9db608b-d304-4270-8f5f-b0645f796eea,Netflix,84,Family,26-01-2024,Smart TV,Germany,0.6,Medium
5dbdc72e-ed38-44b6-8462-80547a5ae973,YouTube,242,History,04-01-2024,Mobile,Spain,0.45,Binge
aa4cc7ed-9e1b-40e4-9d0d-205d1ae99e42,SonyLiv,176,Fantasy,19-10-2024,Mobile,South Africa,0.31,Long
83601e79-0cc3-4e9e-a160-b091c9caf6aa,YouTube,63,Thriller,03-10-2024,Gaming Console,Germany,0.4,Medium
6a5fe07e-b1c7-4827-931a-caf698a558a4,Netflix,26,Mystery,10-10-2024,Desktop,USA,0.36,Short
9a81d735-b83f-420b-8d09-04b19f83f365,Hotstar,242,History,28-07-2024,Set-top Box,France,0.77,Binge
c64982b9-0b00-4821-a970-c98e4f80aac2,Netflix,98,Biography,14-10-2024,Mobile,South Africa,0.86,Long
4ae4f116-7028-43e8-885b-05d1ef8931a5,YouTube,248,Fantasy,24-12-2024,Smart TV,India,0.78,Binge
a8825584-a561-49c5-ab17-fc0f5fe45c07,Prime Video,15,Family,29-06-2024,Mobile,Italy,0.71,Short
947993fa-430b-442e-8058-8a17defd7e35,Prime Video,121,Thriller,09-09-2024,Tablet,USA,0.45,Long
d56cdd42-9530-4bb4-a8ff-d0e1b5a30387,SonyLiv,269,Action,20-02-2025,Smart TV,Brazil,0.77,Binge
dc4dea5f-3e2b-4de6-9635-aba9f51b1914,Zee5,16,Animation,08-10-2024,Desktop,Spain,0.68,Short
f8494aad-99ee-415c-a08f-66ed486e1091,Prime Video,158,Horror,24-05-2024,Smart TV,Spain,0.24,Long
9e034cf3-796d-49fc-9ca8-e329ab8ca471,YouTube,42,Biography,15-03-2025,Smart TV,Brazil,0.93,Medium
5fadaeb0-1871-4933-8807-70b12df904a1,Prime Video,135,Drama,25-04-2024,Mobile,USA,0.26,Long
695ac294-57f4-45b9-b265-e9cc165dbc87,Hotstar,229,Crime,14-12-2024,Smart TV,India,0.6,Binge
ff985546-fc4b-49f1-94f6-3d72ab68e597,Netflix,147,Fantasy,30-01-2024,Gaming Console,Italy,0.61,Long
5480cff5-dd94-4ed5-8069-5cfae6c93498,Netflix,58,Music,11-01-2025,Set-top Box,Spain,0.87,Medium
d5e46886-a9ca-4d41-9f24-9791fad3caf1,YouTube,28,Reality,29-08-2024,Smart TV,Mexico,0.93,Short
ebb670c2-e889-4126-9194-80c676b52ecf,Zee5,125,Animation,05-01-2024,Mobile,South Korea,0.95,Long
0b9a290d-3323-477d-bf01-46b669ec266a,Netflix,123,Sport,08-01-2025,Gaming Console,India,0.66,Long
ce00ff42-2c3f-44d8-ad80-16293d6e5ab1,Prime Video,165,Thriller,18-09-2024,Desktop,Italy,0.74,Long
a1b05db8-0c57-4e59-b20d-6ddfa8c2a29f,Hotstar,78,Action,15-04-2024,Tablet,India,0.27,Medium
3e99ddb7-d636-4361-ac0c-f3e47521e5cb,Zee5,189,Horror,03-05-2024,Smart TV,Australia,0.59,Binge
117de3a5-68b8-443d-b211-0912421d1e50,Zee5,196,Animation,21-03-2025,Gaming Console,South Korea,0.92,Binge
92b88204-a9e5-4e45-a88a-4d7bc1a9de63,Zee5,224,Fantasy,28-01-2025,Gaming Console,UAE,0.56,Binge
4a6750bb-c5d0-43c0-9423-3a4301e75be4,Netflix,125,Animation,21-11-2024,Desktop,Brazil,0.26,Long
8b595143-e481-4321-a777-807a8f0078ca,SonyLiv,213,History,17-05-2024,Desktop,USA,0.36,Binge
e3980d58-b551-4414-ba63-34423f07753b,Zee5,168,Fantasy,15-04-2024,Tablet,Spain,0.54,Long
dd36548c-a1ef-4b62-acc8-a1a66c757b37,YouTube,272,Horror,31-07-2024,Tablet,Australia,0.39,Binge
92c03773-d2a3-4438-af97-b96bc4d4f31b,Prime Video,7,Family,26-10-2024,Mobile,Canada,0.51,Short
9d08e101-f772-458c-923b-2d03f048fb78,SonyLiv,54,History,25-02-2024,Tablet,Mexico,0.47,Medium
ecdef2c8-113c-45e0-b434-2cced55d9d93,Hotstar,215,Mystery,11-05-2024,Tablet,Japan,0.46,Binge
5a930887-a251-4b06-9d9e-9e118e99b485,Prime Video,20,Sci-Fi,25-09-2024,Gaming Console,South Africa,0.27,Short
91bfbd04-1c16-4851-9689-661d4de30919,YouTube,172,Thriller,01-05-2024,Smart TV,France,0.91,Long
a2345055-627c-43fe-8738-9bed3dd3a423,YouTube,287,Fantasy,20-07-2024,Smart TV,France,0.75,Binge
4c70feea-9f30-4e6a-bd8a-09090902f5fd,SonyLiv,189,Crime,26-07-2024,Set-top Box,USA,0.7,Binge
92e6f9eb-0a85-402f-84dc-e0b83e09cf8b,Prime Video,142,History,01-10-2024,Tablet,South Africa,0.69,Long
1b328c67-252f-49a8-bb8b-a088a640d1dc,Netflix,129,Crime,29-03-2025,Set-top Box,Germany,0.52,Long
5affbfd7-a82e-498f-8295-f6192b5ae22f,YouTube,62,Reality,30-03-2024,Set-top Box,USA,0.86,Medium
74882781-30ee-4943-9193-148b8e0d7ceb,Zee5,70,Comedy,08-07-2024,Mobile,UK,0.94,Medium
2c22bd3f-e700-42b6-be35-25394ac8e1c1,Hotstar,206,Animation,21-09-2024,Mobile,France,0.2,Binge
bbedafc4-2348-4847-be5e-5c510e641771,Hotstar,13,Action,15-02-2024,Smart TV,Germany,0.26,Short
fc9526d6-4467-44c3-a434-eb6407c0543a,YouTube,109,Thriller,07-11-2024,Desktop,Canada,0.74,Long
952f238c-8fff-4e24-bd96-6e603289bbe8,Zee5,93,Biography,25-11-2024,Gaming Console,Germany,0.39,Long
32002b15-0ee9-4963-b328-1c4952781965,Prime Video,93,Adventure,09-02-2024,Tablet,France,0.93,Long
